flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
X,5340.088,62391000000.0,8.531112e+23,99173440000000.0,490.298,8305911000000.0,5.215954e+22,3893.975342,-5224.1,7343.348,4.988,-0.1588,29.053
M,4625.426,65557000000.0,1.156963e+24,85239000000000.0,885.429,37654060000000.0,4.403174e+22,2350.859619,-2755.7,12286.37,4.974,-0.0797,50.037
N/A,198.644,4591400000.0,1.296577e+22,4926820000000.0,5.988,499428900000.0,4.662605e+21,175.908676,-758.11,1171.754,0.0,-0.3132,1.704
N/A,46.112,813860000.0,2.889087e+21,990828200000.0,6.377,555725800000.0,6.33463e+20,42.654369,-81.22,2186.376,0.0,-0.1893,5.025
N/A,350.641,5964000000.0,4.99978e+22,6569819000000.0,11.733,338420500000.0,4.857682e+21,200.441315,-849.33,5808.933,3.056,-0.2701,21.216
N/A,460.295,9128600000.0,7.004283e+22,7129287000000.0,43.936,1541453000000.0,7.829588e+21,182.880859,-1872.7,5322.03,3.335,-0.3891,13.027
N/A,415.766,15365000000.0,5.704217e+22,8137789000000.0,25.271,1363768000000.0,9.49244e+21,157.829605,-3015.4,2920.515,3.31,-0.3723,10.587
M,2936.369,64189000000.0,9.959525e+23,49113720000000.0,350.723,17616010000000.0,4.652655e+22,1496.576538,-7025.2,12309.62,4.524,-0.2076,38.243
M,3063.07,76047000000.0,1.130943e+24,66207230000000.0,28.612,8424630000000.0,5.514379e+22,1855.854736,-7406.8,9878.836,4.616,-0.1848,36.014
N/A,225.911,0.0,2.291972e+22,4073739000000.0,13.476,1386845000000.0,6.418983e+21,179.466415,0.0,1849.164,3.87,0.0,5.143
N/A,369.084,11628000000.0,3.708624e+22,7697267000000.0,69.991,699947100000.0,7.305502e+21,163.981339,-1983.4,2386.996,3.258,-0.3235,6.821
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
X,1583.266,0.0,2.217477e+23,29977910000000.0,394.163,10682270000000.0,2.886155e+22,532.647583,0.0,3688.953,4.173,0.0,12.502
N/A,253.443,3977800000.0,1.812262e+22,4712022000000.0,9.323,714556200000.0,2.932566e+21,99.572174,-475.6,3160.281,3.179,-0.2268,10.699
M,145.068,11704000000.0,1.420476e+22,2696340000000.0,18.794,884034600000.0,3.427512e+21,50.008251,-2074.7,2105.51,3.075,-0.3363,4.37
N/A,22.203,881950000.0,1.358038e+21,587095100000.0,3.413,230860900000.0,3.410225e+20,21.256117,3.7494,1544.69,2.104,0.0081,5.589
M,4878.453,87481000000.0,1.161347e+24,100378500000000.0,148.157,4030879000000.0,6.410296e+22,2920.674072,-8529.4,8642.377,4.671,-0.1849,35.071
N/A,255.983,12648000000.0,1.051908e+23,5202540000000.0,55.358,1758330000000.0,6.073495e+21,175.639267,-1805.8,9227.318,3.573,-0.2708,34.075
X,1616.21,0.0,2.259258e+23,30709180000000.0,405.766,12416940000000.0,2.862199e+22,546.245544,0.0,3819.639,4.183,0.0,13.407
N/A,208.65,4245200000.0,5.788856e+22,4411097000000.0,40.147,1922289000000.0,2.604304e+21,147.996323,-209.18,9475.938,2.88,-0.0935,51.391
N/A,453.819,10827000000.0,1.227843e+23,9724076000000.0,104.445,1851051000000.0,6.191342e+21,546.050537,-13.909,8820.354,3.125,-0.0024,43.56
M,155.753,12355000000.0,1.476325e+22,2931342000000.0,19.402,1090584000000.0,3.488537e+21,48.267838,-2171.2,2178.004,2.76,-0.3333,5.408
N/A,59.545,1223900000.0,3.147837e+21,1274815000000.0,10.567,631407400000.0,7.298541e+20,76.89045,-34.014,2008.712,0.0,-0.0527,5.169
N/A,149.064,2705800000.0,1.023957e+22,2837280000000.0,12.787,777952800000.0,3.236523e+21,45.714237,-798.87,1555.115,0.0,-0.56,1.856
N/A,97.992,3153900000.0,6.283811e+21,2367749000000.0,13.635,709710600000.0,2.066145e+21,46.325588,-596.79,1275.371,0.0,-0.3589,0.943
N/A,133.902,3064600000.0,1.164486e+22,2426100000000.0,18.844,674972900000.0,1.681933e+21,73.762138,-236.95,3878.12,2.752,-0.1467,12.693
N/A,301.544,4444100000.0,2.308548e+22,6864476000000.0,20.811,2065143000000.0,3.218208e+21,211.99881,-209.77,2983.704,3.262,-0.0895,23.962
M,4594.19,65726000000.0,1.160142e+24,84635370000000.0,817.872,34324030000000.0,4.407027e+22,2351.246582,-2767.1,12378.09,4.96,-0.0799,50.057
N/A,343.387,7463000000.0,4.094805e+22,6760035000000.0,26.878,263739900000.0,7.671876e+21,140.518021,-1899.1,2559.422,3.328,-0.4827,8.16
N/A,375.481,11190000000.0,2.434785e+22,7284500000000.0,41.598,2764801000000.0,1.000015e+22,149.277481,-3316.0,1285.847,2.75,-0.5621,1.192
N/A,926.459,0.0,2.582572e+23,13128360000000.0,153.862,6364872000000.0,1.643297e+22,633.97113,0.0,9023.445,3.996,0.0,32.203
N/A,128.252,1533300000.0,1.188511e+22,2688207000000.0,14.385,624595100000.0,1.044064e+21,51.719006,11.916,4568.318,2.882,0.0147,38.846
M,63.099,0.0,1.848282e+22,1387276000000.0,2.442,2262098000000.0,1.573e+21,323.933502,0.0,4754.806,4.673,0.0,33.823
N/A,244.769,4737500000.0,1.496808e+22,5621686000000.0,9.212,569590000000.0,3.886494e+21,172.462891,-608.58,1706.141,0.0,-0.2437,5.919
N/A,421.645,13887000000.0,2.374003e+22,9617295000000.0,87.795,5531938000000.0,9.331904e+21,240.584747,-2985.0,1150.169,2.773,-0.4077,1.403
M,2168.897,29286000000.0,4.288502e+23,39468810000000.0,184.095,12317870000000.0,1.981652e+22,793.492859,-1898.4,11139.73,4.733,-0.123,43.863
M,2833.287,41377000000.0,5.834609e+23,49835070000000.0,385.165,14990810000000.0,3.539346e+22,1192.912231,-6168.7,8701.321,4.839,-0.2828,34.402
N/A,107.487,0.0,9.417405e+21,2101784000000.0,14.004,809042800000.0,3.065676e+21,31.767349,0.0,1640.339,4.012,0.0,5.876
M,2298.136,0.0,3.866532e+23,37678550000000.0,111.802,2745307000000.0,4.938544e+22,2139.709229,0.0,4633.556,4.865,0.0,10.571
N/A,1021.605,0.0,2.24407e+23,15032550000000.0,75.961,2326503000000.0,1.50718e+22,556.218506,0.0,8438.652,4.003,0.0,29.704
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
N/A,37.504,526320000.0,1.927322e+21,827998900000.0,1.843,296767800000.0,4.952044e+20,49.231663,-87.045,1862.963,0.0,-0.3137,1.797
N/A,1743.758,28914000000.0,1.975183e+23,37627660000000.0,64.777,2699761000000.0,2.479154e+22,1458.201538,-2134.9,3792.455,3.349,-0.1401,13.257
M,2304.977,0.0,3.915347e+23,37650180000000.0,88.341,3559153000000.0,4.919009e+22,2135.739014,0.0,4708.317,4.718,0.0,10.869
B,397.935,10252000000.0,1.4161e+23,8958217000000.0,50.754,3771228000000.0,7.190242e+21,233.651093,-939.66,9464.806,3.751,-0.1739,37.511
M,5458.431,62676000000.0,8.617363e+23,101696600000000.0,451.227,8230383000000.0,5.258483e+22,3905.98291,-5324.5,7384.332,5.006,-0.1611,29.154
M,3738.76,67708000000.0,8.029966e+23,72033330000000.0,316.843,14500580000000.0,5.418586e+22,1717.203247,-10922.0,7607.617,4.694,-0.306,27.593
N/A,132.696,3803800000.0,7.541927e+21,2541588000000.0,19.178,609475200000.0,2.378628e+21,49.106632,-527.96,1648.468,2.945,-0.2633,4.731
N/A,656.746,13328000000.0,1.407278e+23,15568810000000.0,1.204,1542849000000.0,9.544279e+21,839.715759,-965.54,6671.255,2.864,-0.1374,25.397
N/A,1707.277,39824000000.0,4.333196e+23,37394250000000.0,229.466,5238490000000.0,2.629966e+22,1131.469971,-1385.9,7706.826,4.121,-0.066,34.292
M,4807.912,88026000000.0,9.03572e+23,98111440000000.0,30.921,12775560000000.0,7.926836e+22,2766.888672,-15982.0,5399.997,4.633,-0.3444,20.943
N/A,344.156,11268000000.0,1.562108e+23,6972253000000.0,81.393,1416058000000.0,6.346664e+21,213.457474,-706.99,12285.85,3.684,-0.119,42.626
N/A,162.065,6301600000.0,4.391742e+22,2215018000000.0,54.159,1750864000000.0,2.888009e+21,80.016052,-1238.2,7476.653,3.543,-0.3727,34.388
N/A,548.866,0.0,3.054146e+23,8020022000000.0,35.784,430425000000.0,1.157513e+22,321.756409,0.0,14898.5,4.506,0.0,44.247
N/A,169.51,3091800000.0,1.249723e+22,4133839000000.0,4.342,620843200000.0,2.869441e+21,128.423813,-399.68,1804.459,1.931,-0.2452,9.3
N/A,52.802,2817600000.0,2.159357e+21,1101868000000.0,5.179,584241700000.0,6.966514e+20,168.85939,424.95,1458.267,0.0,0.2861,1.345
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
N/A,523.123,13629000000.0,1.725261e+23,10970390000000.0,18.45,1230107000000.0,7.365992e+21,571.854126,-8.4774,10629.19,2.906,-0.0012,44.387
N/A,299.172,0.0,3.598437e+22,4951113000000.0,2.633,1042739000000.0,7.085984e+21,199.324295,0.0,2658.271,3.227,0.0,9.094
N/A,105.048,2293600000.0,3.624302e+22,2277193000000.0,6.002,358853000000.0,1.594896e+21,82.844193,-70.476,10100.11,0.0,-0.0583,54.885
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
M,4971.544,68534000000.0,1.075659e+24,81045510000000.0,717.836,20371290000000.0,5.073841e+22,1857.954834,-7041.4,11470.36,5.097,-0.1949,34.849
N/A,124.784,4082600000.0,7.223951e+21,2354370000000.0,16.685,568781000000.0,2.348759e+21,41.933697,-479.74,1628.118,2.562,-0.2229,2.664
M,1702.176,42491000000.0,7.685584e+23,34843080000000.0,42.612,3561313000000.0,2.644524e+22,1299.550415,-2557.8,15242.57,4.222,-0.1142,52.785
M,159.301,12252000000.0,1.55065e+22,3038117000000.0,13.152,637293600000.0,3.619225e+21,48.553738,-2261.1,2153.881,3.019,-0.3501,4.722
M,4839.046,67283000000.0,1.05939e+24,78736430000000.0,742.434,18183260000000.0,4.974289e+22,1864.322266,-6704.2,11543.06,5.113,-0.189,35.222
N/A,264.635,4475300000.0,3.022889e+22,4746750000000.0,1.226,2001784000000.0,4.56063e+21,102.614433,-1207.5,3648.334,2.674,-0.5118,8.671
M,2860.797,55891000000.0,8.110312e+23,49950940000000.0,731.235,30430290000000.0,3.074852e+22,2939.433105,-3734.0,15479.47,4.668,-0.1267,43.455
N/A,851.57,16706000000.0,2.267564e+23,16872230000000.0,225.841,6254820000000.0,9.955418e+21,595.677979,-385.35,10760.31,3.971,-0.0438,44.026
N/A,502.827,14524000000.0,1.058475e+23,11003690000000.0,48.635,2514573000000.0,1.080691e+22,240.211121,-2768.5,4723.627,3.603,-0.3616,17.709
M,2393.242,52436000000.0,5.169175e+23,44642670000000.0,243.913,9847645000000.0,2.928555e+22,3419.101807,-5227.9,9220.89,4.487,-0.1891,37.361
N/A,238.083,0.0,1.168545e+23,3378238000000.0,31.508,1673582000000.0,4.851955e+21,172.75415,0.0,12378.99,3.698,0.0,48.396
M,1121.444,20441000000.0,1.468912e+23,22364730000000.0,41.068,1394851000000.0,1.378397e+22,469.784943,-2956.9,4887.634,4.216,-0.2744,26.288
M,2298.752,0.0,3.823321e+23,37609410000000.0,85.324,2981399000000.0,4.919749e+22,2123.40625,0.0,4602.943,4.681,0.0,10.287
M,5541.622,62958000000.0,8.681044e+23,103593000000000.0,392.09,10712700000000.0,5.365997e+22,3914.993164,-5506.2,7278.053,5.022,-0.1659,29.324
N/A,75.54,1913000000.0,4.69772e+21,1712257000000.0,9.852,563637800000.0,1.261496e+21,74.720291,-108.26,1702.271,0.0,-0.1074,2.069
M,2353.64,32905000000.0,3.658574e+23,41241920000000.0,314.454,13936660000000.0,3.343759e+22,946.883911,-6556.9,5838.422,4.49,-0.378,16.361
M,2894.658,55854000000.0,8.117468e+23,50518160000000.0,709.616,28344840000000.0,3.084268e+22,2933.845703,-3719.8,15442.24,4.674,-0.1263,43.436
M,3114.544,33902000000.0,5.686107e+23,57973410000000.0,65.282,5207265000000.0,2.330758e+22,1594.618652,-667.54,9946.947,4.897,-0.0374,48.443
N/A,165.342,3290000000.0,2.216102e+22,3473997000000.0,16.777,589592300000.0,2.68453e+21,44.969353,-680.77,4227.756,2.339,-0.3925,10.97
X,1617.363,0.0,2.279901e+23,30645690000000.0,407.789,11878700000000.0,2.83848e+22,544.570312,0.0,3934.94,4.183,0.0,13.255
N/A,727.645,19937000000.0,4.220223e+23,16003730000000.0,111.764,6131647000000.0,1.105215e+22,592.843811,-223.73,18110.07,3.569,-0.0213,64.341
N/A,255.085,8993500000.0,4.496022e+22,4892065000000.0,2.028,992632900000.0,5.064119e+21,112.596786,-1940.6,4283.749,3.457,-0.4093,17.626
N/A,301.489,6020800000.0,2.168449e+22,7555339000000.0,31.289,1039948000000.0,6.867295e+21,256.394318,-1125.7,1330.954,0.0,-0.3546,2.421
N/A,944.743,14975000000.0,1.476884e+23,18149490000000.0,273.458,10722210000000.0,1.571928e+22,471.555267,-2759.1,4781.47,4.058,-0.3495,20.737
N/A,129.536,4298300000.0,8.835242e+21,2829276000000.0,3.401,297608200000.0,2.518208e+21,114.067574,-318.81,1671.143,0.0,-0.1407,2.286
M,55.43,4895200000.0,3.053402e+21,1203847000000.0,3.019,94078690000.0,2.00616e+21,27.509621,-1009.0,718.9406,0.0,-0.391,0.0
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
N/A,77.028,0.0,9.931559e+21,1119745000000.0,13.772,352537500000.0,1.630671e+21,21.245262,0.0,3355.016,3.249,0.0,3.993
M,2289.99,28306000000.0,4.431078e+23,37530290000000.0,1412.13,66435210000000.0,2.064836e+22,766.094177,-2495.8,11501.35,4.825,-0.1673,38.025
N/A,216.453,4546300000.0,3.144957e+22,3986355000000.0,6.014,488660100000.0,5.543835e+21,96.263863,-1289.7,2874.619,2.939,-0.5381,5.171
N/A,118.076,7685300000.0,8.29669e+21,2554249000000.0,22.429,1443833000000.0,3.38003e+21,29.067047,-2252.2,1219.938,0.0,-0.5559,3.964
M,1617.363,0.0,2.279901e+23,30645690000000.0,407.789,11878700000000.0,2.83848e+22,544.570312,0.0,3934.94,4.183,0.0,13.255
N/A,2031.008,43777000000.0,7.210562e+23,42654260000000.0,9.65,7096841000000.0,2.497002e+22,1687.460693,-1186.4,13710.07,3.675,-0.0514,44.44
N/A,183.655,2980300000.0,7.480574e+21,3712434000000.0,16.267,2309866000000.0,1.962662e+21,275.284149,-52.112,1783.088,2.829,-0.0332,4.653
N/A,775.857,11626000000.0,6.898055e+22,16947160000000.0,145.33,4654870000000.0,8.6494e+21,751.755554,-778.2,3380.505,4.041,-0.127,20.169
N/A,947.94,13601000000.0,9.523957e+22,20081850000000.0,121.68,4748358000000.0,1.007116e+22,785.455078,-905.45,4127.67,4.027,-0.1263,17.031
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
M,155.753,12355000000.0,1.476325e+22,2931342000000.0,19.402,1090584000000.0,3.488537e+21,48.267838,-2171.2,2178.004,2.76,-0.3333,5.408
N/A,551.147,11494000000.0,1.227979e+23,11233010000000.0,6.408,584295500000.0,1.043274e+22,291.123749,-1885.4,5835.978,3.834,-0.3112,24.76
M,4839.818,67260000000.0,1.061346e+24,79075270000000.0,763.688,22007880000000.0,4.996365e+22,1865.428833,-6689.6,11453.83,5.121,-0.1887,35.552
M,3137.349,34162000000.0,5.692116e+23,58465070000000.0,70.827,5220173000000.0,2.346991e+22,1601.659058,-646.49,9975.538,4.901,-0.0359,48.296
N/A,947.629,14773000000.0,1.799132e+23,19765930000000.0,222.414,4337830000000.0,1.358377e+22,469.058228,-2167.7,6269.542,4.219,-0.2783,33.696
N/A,961.861,13950000000.0,9.321904e+22,20530740000000.0,98.722,5019225000000.0,1.006642e+22,770.032837,-755.68,4025.043,4.211,-0.1028,16.916
M,663.773,14590000000.0,1.258155e+23,12671420000000.0,196.864,8715729000000.0,1.244116e+22,283.029297,-2928.4,5123.986,3.79,-0.3807,21.699
M,4943.806,89099000000.0,9.210391e+23,99775590000000.0,113.423,15687960000000.0,7.801659e+22,2790.404297,-16076.0,5775.329,4.684,-0.3423,21.32
N/A,520.504,0.0,1.128865e+23,7525552000000.0,70.171,3803429000000.0,6.796909e+21,318.351349,0.0,8561.847,0.0,0.0,29.039
B,401.561,10456000000.0,1.372571e+23,8677691000000.0,55.641,3183294000000.0,6.987204e+21,238.936951,-876.22,9781.635,3.876,-0.159,37.091
N/A,130.247,2552600000.0,1.003097e+22,2815810000000.0,6.456,829356100000.0,1.813619e+21,128.616623,-135.97,2468.361,0.0,-0.101,12.353
M,3107.957,33594000000.0,5.648455e+23,58791630000000.0,189.296,4564603000000.0,2.324797e+22,1590.58313,-909.17,9911.478,4.893,-0.0513,48.061
M,1055.247,17800000000.0,1.545451e+23,18165630000000.0,58.467,3316424000000.0,1.414713e+22,670.135376,-2950.4,6552.022,4.344,-0.3144,23.766
M,2154.483,45002000000.0,7.733805e+23,47739320000000.0,424.017,15098090000000.0,3.149899e+22,1206.864746,-2847.2,11817.56,4.568,-0.12,50.852
N/A,129.417,8075100000.0,8.23182e+21,2727223000000.0,24.4,1487473000000.0,3.326859e+21,23.810358,-2245.9,1306.037,0.0,-0.5276,3.076
N/A,465.879,22815000000.0,8.449113e+22,9142612000000.0,38.206,955732000000.0,1.046339e+22,196.93161,-4811.7,3940.827,3.437,-0.4,14.779
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
M,4594.19,65726000000.0,1.160142e+24,84635370000000.0,817.872,34324030000000.0,4.407027e+22,2351.246582,-2767.1,12378.09,4.96,-0.0799,50.057
N/A,119.345,3762400000.0,6.760458e+21,2396168000000.0,19.478,715224700000.0,2.192607e+21,42.604889,-536.88,1606.862,2.734,-0.2707,5.303
M,4843.509,87600000000.0,1.161633e+24,99600120000000.0,172.141,3649900000000.0,6.409616e+22,2898.494873,-8579.9,8631.707,4.716,-0.1858,35.186
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
N/A,1054.219,0.0,2.256234e+23,14258930000000.0,155.116,4669531000000.0,1.537329e+22,537.537781,0.0,8682.996,4.091,0.0,27.41
M,2859.596,41706000000.0,5.843702e+23,49971460000000.0,371.146,14522130000000.0,3.554249e+22,1203.326294,-6290.2,8805.216,4.851,-0.2861,33.82
N/A,107.409,2380000000.0,4.346327e+21,2480371000000.0,13.881,1838650000000.0,1.395747e+21,221.583588,-32.864,1330.918,1.539,-0.0262,2.684
X,4940.143,67894000000.0,1.065695e+24,80333140000000.0,708.222,16892710000000.0,5.023785e+22,1875.656494,-6950.0,11548.77,5.123,-0.1942,35.538
M,4940.143,67894000000.0,1.065695e+24,80333140000000.0,708.222,16892710000000.0,5.023785e+22,1875.656494,-6950.0,11548.77,5.123,-0.1942,35.538
M,4855.843,67506000000.0,1.057738e+24,78659260000000.0,736.358,17147300000000.0,5.008259e+22,1861.445068,-6883.8,11496.45,5.124,-0.1934,34.873
M,2003.595,35856000000.0,3.573311e+23,39836420000000.0,149.765,4377677000000.0,3.483247e+22,882.148621,-7815.6,4874.644,4.328,-0.4135,19.546
M,1595.999,26851000000.0,3.215964e+23,33252390000000.0,169.58,4270026000000.0,2.251952e+22,955.518555,-3674.7,7025.588,4.33,-0.2596,32.424
N/A,87.489,2423600000.0,5.791973e+21,2014046000000.0,13.769,1340165000000.0,1.859418e+21,35.091022,-472.55,1422.002,0.0,-0.3699,3.293
N/A,1508.93,49824000000.0,1.638764e+23,33014650000000.0,229.333,16765140000000.0,2.649977e+22,1113.36499,-7901.0,2872.632,3.648,-0.3008,8.39
M,4971.544,68534000000.0,1.075659e+24,81045510000000.0,717.836,20371290000000.0,5.073841e+22,1857.954834,-7041.4,11470.36,5.097,-0.1949,34.849
N/A,3285.734,65244000000.0,5.705828e+23,62678550000000.0,435.53,18454650000000.0,5.448978e+22,1866.44458,-10240.0,5560.621,4.67,-0.2977,16.454
N/A,340.126,7267400000.0,2.356754e+22,6701617000000.0,8.09,933415600000.0,4.989454e+21,182.765442,-406.85,2373.102,3.15,-0.1062,5.63
N/A,1283.201,29818000000.0,5.259423e+23,26663620000000.0,170.647,3292421000000.0,1.796011e+22,962.851074,-854.47,14151.93,3.983,-0.0544,49.671
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,1114.884,18056000000.0,1.590323e+23,18696640000000.0,89.55,3810427000000.0,1.413588e+22,680.289062,-3011.6,6790.047,4.338,-0.3164,24.127
N/A,1140.975,22057000000.0,1.642689e+23,23663530000000.0,101.475,5666497000000.0,1.560329e+22,855.121277,-1812.2,5222.174,3.487,-0.1558,21.654
N/A,944.71,14722000000.0,1.534966e+23,19085150000000.0,278.531,11544930000000.0,1.600806e+22,475.168793,-2703.4,4666.354,4.056,-0.3483,21.135
M,2532.822,38768000000.0,6.231218e+23,49462320000000.0,815.191,31517870000000.0,2.752931e+22,1113.548584,-2674.3,11332.57,4.849,-0.1309,47.803
M,1310.29,22099000000.0,2.011218e+23,29187560000000.0,86.902,1190144000000.0,2.342623e+22,815.076965,-3867.8,3912.121,4.09,-0.332,14.67
N/A,158.795,2964700000.0,6.06394e+21,3705483000000.0,14.167,2433782000000.0,1.907919e+21,332.464539,-112.67,1331.603,0.0,-0.0721,2.975
M,166.409,0.0,2.676333e+22,3296296000000.0,2.236,356552200000.0,4.730418e+21,114.027206,0.0,2839.571,0.0,0.0,11.977
N/A,112.931,1537100000.0,6.698519e+21,2365786000000.0,0.961,217905600000.0,1.315246e+21,90.802048,-183.42,2422.621,0.0,-0.2264,11.96
N/A,286.56,5374300000.0,3.277472e+22,5408914000000.0,11.405,498286200000.0,3.609414e+21,96.643318,-666.24,4936.774,3.709,-0.2352,17.023
M,4880.312,87654000000.0,1.163471e+24,100343400000000.0,178.051,4140087000000.0,6.47387e+22,2880.32959,-8624.5,8519.346,4.743,-0.1866,34.84
M,2204.957,45924000000.0,8.214785e+23,42006540000000.0,148.303,8505090000000.0,2.777294e+22,1152.657837,-2820.7,16120.58,4.472,-0.1165,50.572
N/A,754.099,13995000000.0,2.291095e+23,16707770000000.0,260.571,13057390000000.0,9.707984e+21,510.261139,-490.98,11292.56,4.116,-0.0665,45.637
N/A,672.962,15466000000.0,4.252357e+22,15437350000000.0,67.488,3559121000000.0,9.859009e+21,526.172424,-1160.9,1942.825,2.74,-0.1424,4.314
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
N/A,1380.888,0.0,1.043793e+23,28255840000000.0,135.504,8253061000000.0,4.012859e+22,425.634155,0.0,1287.387,3.177,0.0,1.692
N/A,397.48,0.0,7.668765e+22,5853083000000.0,2.736,588405700000.0,7.865873e+21,149.476974,0.0,4879.977,3.637,0.0,16.741
M,3231.084,61810000000.0,9.268102e+23,62324230000000.0,262.563,6972883000000.0,3.946729e+22,2668.253662,-4013.9,12070.43,4.496,-0.1232,39.155
N/A,255.2,4929900000.0,6.848166e+22,6143376000000.0,24.945,1620917000000.0,3.297026e+21,280.644073,-140.48,8266.399,3.018,-0.0541,45.64
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
N/A,3555.253,90085000000.0,8.76669e+23,78543050000000.0,132.871,5710226000000.0,7.086496e+22,2336.273926,-11910.0,6000.929,4.387,-0.2508,21.152
N/A,53.561,2870900000.0,2.328241e+21,1140937000000.0,8.232,640892900000.0,7.031897e+20,170.516235,464.2,1543.252,0.0,0.3067,1.673
N/A,407.701,7881000000.0,6.537774e+22,8873886000000.0,5.926,1750285000000.0,5.41107e+21,259.862976,-620.12,5570.735,2.978,-0.1493,29.965
M,2829.139,55794000000.0,8.016188e+23,49495070000000.0,737.806,32305330000000.0,3.022819e+22,2942.576172,-3528.3,15447.83,4.687,-0.12,44.111
M,292.514,0.0,6.798784e+22,4712423000000.0,78.81,3462987000000.0,5.661476e+21,178.861954,0.0,6613.349,3.424,0.0,26.87
M,3322.636,71329000000.0,4.649326e+23,63042830000000.0,722.686,25591080000000.0,5.644544e+22,1566.760376,-13924.0,3998.997,4.21,-0.3703,8.622
M,170.915,0.0,2.59806e+22,3426087000000.0,12.73,1396630000000.0,4.759759e+21,120.175377,0.0,2749.165,0.0,0.0,11.832
M,3107.957,33594000000.0,5.648455e+23,58791630000000.0,189.296,4564603000000.0,2.324797e+22,1590.58313,-909.17,9911.478,4.893,-0.0513,48.061
N/A,541.649,17322000000.0,8.716158e+22,11603440000000.0,35.972,1642591000000.0,9.275664e+21,418.193909,-736.28,4756.253,3.663,-0.0806,15.704
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
N/A,394.865,9024500000.0,8.193088e+22,7456968000000.0,37.13,1506869000000.0,6.078732e+21,221.490372,-712.48,7377.764,3.422,-0.1498,26.525
M,4945.113,111460000000.0,2.067959e+24,95165750000000.0,897.349,36272130000000.0,6.409314e+22,3199.881104,-5702.2,16646.49,4.874,-0.097,48.896
M,2285.67,0.0,3.808579e+23,36777010000000.0,85.388,3961692000000.0,4.897388e+22,2099.73877,0.0,4667.659,4.715,0.0,10.08
M,2202.605,45725000000.0,8.218972e+23,42831010000000.0,180.12,10926020000000.0,2.7686e+22,1144.406738,-2672.9,15819.58,4.559,-0.1109,51.333
N/A,37.737,1288900000.0,2.236279e+21,811868200000.0,9.3,616793700000.0,7.697066e+20,23.769318,-158.34,1442.921,0.0,-0.233,1.285
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
N/A,253.626,3952100000.0,2.296552e+22,5036592000000.0,11.782,1383607000000.0,3.399146e+21,210.58963,-426.28,3313.42,0.0,-0.2046,14.581
N/A,1508.817,30167000000.0,3.890083e+23,31511600000000.0,220.18,6962112000000.0,1.814642e+22,1227.491211,-1167.8,9877.863,3.963,-0.0734,39.738
M,893.658,0.0,2.753738e+23,16643850000000.0,60.397,6142071000000.0,2.05803e+22,645.631409,0.0,6495.406,4.501,0.0,22.999
M,2215.326,29878000000.0,4.507174e+23,40917960000000.0,188.193,11962810000000.0,1.982664e+22,803.391235,-1684.2,11641.89,4.776,-0.1069,45.218
N/A,408.998,5608300000.0,6.646779e+22,6381006000000.0,96.693,4459695000000.0,4.808956e+21,92.016495,-1180.7,8143.409,2.715,-0.3994,12.268
N/A,1036.529,14544000000.0,1.270699e+23,20093950000000.0,60.049,3617393000000.0,1.543561e+22,487.198334,-2969.8,4302.634,3.915,-0.3873,17.893
